hour,line_id,flow_MW,limit_MW
2030-01-14 06:00:00,1341-1701-1,29.140529787275348,210.0
2030-01-14 06:00:00,1341-5191-1,-12.995100601626746,159.0
2030-01-14 06:00:00,1571-5191-1,-1.4648813879999238,91.0
2030-01-14 06:00:00,1631-5041-1,116.07126329044209,210.0
2030-01-14 06:00:00,1701-28712-2,-65.75525594494471,210.0
2030-01-14 06:00:00,1701-5041-1,39.437800571412865,191.0
2030-01-14 06:00:00,1931-4371-1,-72.52939698172028,210.0
2030-01-14 06:00:00,2321-28710-1,-12.95820190545345,123.0
2030-01-14 06:00:00,2321-3581-1,47.513629071043965,123.0
2030-01-14 06:00:00,2870-17010-1,65.75525594494471,209.0
2030-01-14 06:00:00,28710-51911-1,-60.606777417350486,183.0
2030-01-14 06:00:00,3581-28019-1,-18.91547656205573,121.0
2030-01-14 06:00:00,3581-5361-1,-7.452799195947691,123.0
2030-01-14 06:00:00,3591-5191-1,-8.448419341248751,159.0
2030-01-14 06:00:00,4981-5041-1,27.029387411092866,123.0
2030-01-14 06:00:00,4981-5041-2,26.251054265747264,123.0
2030-01-14 06:00:00,4991-5361-1,14.10332549394127,123.0
2030-01-14 06:00:00,5041-17010-2,-176.29856065319524,210.0
2030-01-14 07:00:00,1341-1701-1,48.29677592002507,210.0
2030-01-14 07:00:00,1341-5191-1,-24.691596944394632,159.0
2030-01-14 07:00:00,1571-5191-1,0.010492436474748956,91.0
2030-01-14 07:00:00,1631-5041-1,130.93032166081412,210.0
2030-01-14 07:00:00,1701-28712-2,-80.7209012568641,210.0
2030-01-14 07:00:00,1701-5041-1,46.97677672076112,191.0
2030-01-14 07:00:00,1931-4371-1,-77.02841006206326,210.0
2030-01-14 07:00:00,2321-28710-1,13.302732572569624,123.0
2030-01-14 07:00:00,2321-3581-1,37.67233703501665,123.0
2030-01-14 07:00:00,2870-17010-1,80.7209012568641,209.0
2030-01-14 07:00:00,28710-51911-1,-86.08848218272237,183.0
2030-01-14 07:00:00,3581-28019-1,1.2877043212775021,121.0
2030-01-14 07:00:00,3581-5361-1,-29.110104564494662,123.0
2030-01-14 07:00:00,3591-5191-1,0.04898482416510319,159.0
2030-01-14 07:00:00,4981-5041-1,29.103920038641217,123.0
2030-01-14 07:00:00,4981-5041-2,28.265849042764117,123.0
2030-01-14 07:00:00,4991-5361-1,27.659276221218988,123.0
2030-01-14 07:00:00,5041-17010-2,-210.0000000000003,210.0
2030-01-14 08:00:00,1341-1701-1,47.927982503887335,210.0
2030-01-14 08:00:00,1341-5191-1,-29.15616927100649,159.0
2030-01-14 08:00:00,1571-5191-1,0.8830326380133613,91.0
2030-01-14 08:00:00,1631-5041-1,134.0493529772727,210.0
2030-01-14 08:00:00,1701-28712-2,-88.36501291936253,210.0
2030-01-14 08:00:00,1701-5041-1,46.97677672076112,191.0
2030-01-14 08:00:00,1931-4371-1,-75.6831389561247,210.0
2030-01-14 08:00:00,2321-28710-1,13.196558924897488,123.0
2030-01-14 08:00:00,2321-3581-1,37.91593074438879,123.0
2030-01-14 08:00:00,2870-17010-1,88.36501291936253,209.0
2030-01-14 08:00:00,28710-51911-1,-95.18606088102774,183.0
2030-01-14 08:00:00,3581-28019-1,1.1632790100915429,121.0
2030-01-14 08:00:00,3581-5361-1,-34.6403982215806,123.0
2030-01-14 08:00:00,3591-5191-1,3.255054687811054,159.0
2030-01-14 08:00:00,4981-5041-1,26.02424245139236,123.0
2030-01-14 08:00:00,4981-5041-2,25.27485327085489,123.0
2030-01-14 08:00:00,4991-5361-1,31.572924712035274,123.0
2030-01-14 08:00:00,5041-17010-2,-210.0000000000003,210.0
2030-01-14 09:00:00,1341-1701-1,59.033176232447374,210.0
2030-01-14 09:00:00,1341-5191-1,-26.08751091402175,159.0
2030-01-14 09:00:00,1571-5191-1,5.83994209261931,91.0
2030-01-14 09:00:00,1631-5041-1,146.37391370798713,210.0
2030-01-14 09:00:00,1701-28712-2,-95.79290149893808,210.0
2030-01-14 09:00:00,1701-5041-1,46.97677672076113,191.0
2030-01-14 09:00:00,1931-4371-1,-95.59236262360467,210.0
2030-01-14 09:00:00,2321-28710-1,-0.5460947422196227,123.0
2030-01-14 09:00:00,2321-3581-1,19.406234354638855,123.0
2030-01-14 09:00:00,2870-17010-1,95.79290149893808,209.0
2030-01-14 09:00:00,28710-51911-1,-115.24030742485684,183.0
2030-01-14 09:00:00,3581-28019-1,-4.447204257262882,121.0
2030-01-14 09:00:00,3581-5361-1,-33.08987957977487,123.0
